grin_accession,flower_color,height,hilum_color,lodging,maturity_group,oil,protein,pubescence_color,seed_quality,seed_weight,yield
PI628857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628858,NA,NA,NA,NA,NA,21,43.4,NA,NA,NA,NA
PI628859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628865,NA,NA,NA,NA,NA,18,47.3,NA,NA,NA,NA
PI628866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628867,NA,NA,NA,NA,NA,21,45.8,NA,NA,NA,NA
PI628868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628872,NA,NA,NA,NA,NA,20.8,45.3,NA,NA,NA,NA
PI628873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628874,NA,NA,NA,NA,NA,20.4,42.6,NA,NA,NA,NA
PI628875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628878,NA,NA,NA,NA,NA,20.6,42.6,NA,NA,NA,NA
PI628879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628880,NA,NA,NA,NA,NA,20.8,44.5,NA,NA,NA,NA
PI628881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628888,NA,NA,NA,NA,NA,21,43.2,NA,NA,NA,NA
PI628889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628893,NA,NA,NA,NA,NA,20,46.5,NA,NA,NA,NA
PI628894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628897,NA,NA,NA,NA,NA,21,41.9,NA,NA,NA,NA
PI628898,NA,NA,NA,NA,NA,20.6,44.1,NA,NA,NA,NA
PI628899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628908,NA,NA,NA,NA,NA,18.9,46.2,NA,NA,NA,NA
PI628909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628911,NA,NA,NA,NA,NA,20.6,43.9,NA,NA,NA,NA
PI628912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628933,NA,NA,NA,NA,NA,18.1,44.7,NA,NA,NA,NA
PI628934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628962,NA,NA,NA,NA,NA,21.6,41,NA,NA,NA,NA
PI628963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI628966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI629004,P,78,Y,2,0,19.1,42.8,T,1.8,12.4,1.97
PI629005,P,79,Bf,1.5,0,19.2,40.3,G,1.8,13,2.23
PI629008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI629013,W,NA,Bl,NA,V,NA,NA,T,NA,NA,NA
PI629014,NA,NA,Bl,NA,VIII,NA,NA,T,NA,NA,NA
PI629015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI630984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI631122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI631123,NA,NA,Brbl,NA,NA,NA,NA,T,NA,NA,NA
PI631157,W,NA,Bl,NA,V,NA,NA,T,NA,NA,NA
PI631437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI631438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632352,NA,NA,G,NA,V,NA,NA,NA,NA,NA,NA
PI632401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632405,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI632418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632420,W,NA,Br,NA,IV,NA,NA,T,NA,NA,NA
PI632421,W,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI632422,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI632423,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI632424,P,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI632425,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI632426,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI632427,P,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI632428,W,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI632429,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI632430,P,NA,Br,NA,IV,NA,NA,T,NA,NA,NA
PI632431,P,NA,Bl,NA,IV,18.1,45.4,T,NA,NA,NA
PI632636A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632636B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632639A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632639B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632639C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632639D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632640A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632640B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632640C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632641A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632641B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632656A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632656B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632661A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632661B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632663A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632663B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI63271,P,71,Br,2.7,I,16,42.8,Lt,2.3,11,1.9
PI632747,W,NA,Bf,NA,V,NA,NA,G,NA,NA,NA
PI632748,W,NA,Bf,NA,VI,NA,NA,G,NA,NA,NA
PI632749,P,NA,Bf,NA,VI,NA,NA,G,NA,NA,NA
PI632905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632935A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632935B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632942A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632942B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632943A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632943B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632944A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632944B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632944C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632944D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632945A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632945B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632946,P,NA,Bf,NA,II,NA,NA,G,NA,NA,NA
PI632947,P,NA,Bf,NA,II,NA,NA,G,NA,NA,NA
PI632948,W,NA,Bf,NA,II,NA,NA,G,NA,NA,NA
PI632949,P,NA,Bf,NA,II,NA,NA,G,NA,NA,NA
PI632950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI632961,P,NA,Y,NA,II,NA,NA,G,NA,NA,NA
PI632962,W,NA,Bf,NA,II,NA,NA,G,NA,NA,NA
PI632963,P,NA,Ib,NA,II,NA,NA,G,NA,NA,NA
PI632964,P,NA,Ib,NA,I,NA,NA,G,NA,NA,NA
PI633049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI633424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI633541,P,NA,Bf,NA,I,NA,NA,G,NA,NA,NA
PI633567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI633608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI633609,W,99,Bf,3,V,20,42.7,G,3,11.5,3.2
PI633610,W,90,Lbf,2.5,VI,19.9,41.8,G,2.8,13.8,3.05
PI633620,P,NA,Bl,NA,VI,NA,NA,T,NA,NA,NA
PI633621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI633622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI633729,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI633730,P,NA,Ib,NA,II,NA,NA,G,NA,NA,NA
PI633731,W,NA,Bf,NA,II,NA,NA,G,NA,NA,NA
PI633732,W,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI633735,W,NA,Lbf,NA,VI,NA,NA,G,NA,NA,NA
PI633736,W,NA,Bl,NA,V,NA,NA,T,NA,NA,NA
PI633970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI633983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634365,Lp,NA,Bf,NA,II,NA,NA,G,NA,NA,NA
PI63468,W,97,Blbr,4.5,IV,20.1,43.15,T,3.3,18.2,1.88
PI634757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634761,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI634762,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI634763,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI634764,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI634765,W,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI634813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634869,NA,NA,NA,NA,NA,20.4,43.5,NA,NA,NA,NA
PI634870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634873,NA,NA,NA,NA,NA,19.3,42,NA,NA,NA,NA
PI634874,NA,NA,NA,NA,NA,20.8,42.5,NA,NA,NA,NA
PI634875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634877,NA,NA,NA,NA,NA,19.8,41.7,NA,NA,NA,NA
PI634878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634879,NA,NA,NA,NA,NA,17.2,44.8,NA,NA,NA,NA
PI634880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634882,NA,NA,NA,NA,NA,19.8,43.7,NA,NA,NA,NA
PI634883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634884,NA,NA,NA,NA,NA,19.3,40.7,NA,NA,NA,NA
PI634885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634886,NA,NA,NA,NA,NA,20.1,43.5,NA,NA,NA,NA
PI634887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634890,NA,NA,NA,NA,NA,20.4,43.2,NA,NA,NA,NA
PI634891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634899,NA,NA,NA,NA,NA,21.1,43.8,NA,NA,NA,NA
PI634900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI634913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI635039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI635053,W,NA,Bl,NA,V,NA,NA,T,NA,NA,NA
PI635998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI635999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI636000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI636002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI636444,W,NA,Bf,NA,V,NA,NA,G,NA,NA,NA
PI636460,W,NA,Bf,NA,VI,NA,NA,G,NA,NA,NA
PI636461,W,NA,Bf,NA,V,NA,NA,G,NA,NA,NA
PI636462,P,NA,Bf,NA,IV,NA,NA,G,NA,NA,NA
PI636463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI636464,P,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI636474,W,NA,Bl,NA,V,NA,NA,T,NA,NA,NA
PI636691,W,NA,Br,NA,IV,NA,NA,T,NA,NA,NA
PI636694,W,NA,Br,NA,V,NA,NA,T,NA,NA,NA
PI636695,P,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI636696,W,NA,Bl,NA,IV,NA,NA,T,NA,NA,NA
PI638510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI638511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639282,P,NA,Y,NA,III,NA,NA,G,NA,NA,NA
PI639283,W,NA,Bf,NA,III,NA,NA,G,NA,NA,NA
PI639284,P,NA,Bl,NA,III,NA,NA,T,NA,NA,NA
PI639285,W,NA,Y,NA,II,NA,NA,T,NA,NA,NA
PI63945,P,86,Bl,3.2,IV,19.8,42.7,T,2.3,13.2,2.42
PI639527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639528A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639528B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639528C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639529A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639529B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639539A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639539B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639541A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639541B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639542A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639542B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639545A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639545B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639546A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639546B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639550A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639550B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639550C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639550E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639555A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639555B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639555C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639556A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639556B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639556C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639556D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639556E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639557A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639557B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639559A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639559B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639560A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639560B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PI639562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
